,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,Contract,TotalCharges,Churn
3294,Female,0,Yes,Yes,1,Yes,No,Month-to-month,69.1,Yes
3295,Female,0,Yes,Yes,72,Yes,Yes,Two year,5714.2,No
3296,Female,0,No,No,24,Yes,No,Month-to-month,1233.25,No
3297,Female,0,Yes,No,42,Yes,Yes,Two year,3571.6,No
3298,Female,0,No,No,4,Yes,No,Month-to-month,83.3,No
3299,Male,0,No,No,68,Yes,Yes,One year,8035.95,No
3300,Female,0,Yes,Yes,33,Yes,No,One year,579.4,No
3301,Female,1,No,No,1,Yes,No,Month-to-month,69.6,Yes
3302,Male,0,No,No,31,Yes,Yes,One year,3066.45,Yes
3303,Female,0,No,No,4,Yes,Yes,Month-to-month,305.55,Yes
3304,Male,1,Yes,No,69,Yes,Yes,Two year,7634.25,No
3305,Male,1,No,No,38,Yes,Yes,Month-to-month,3653.0,No
3306,Female,0,Yes,Yes,3,Yes,No,Month-to-month,241.3,No
3307,Female,0,Yes,Yes,48,Yes,Yes,Two year,3870.3,No
3308,Female,0,Yes,No,15,Yes,Yes,Two year,387.9,No
3309,Female,0,No,No,25,Yes,No,One year,527.5,No
3310,Female,1,No,No,1,Yes,No,Month-to-month,78.45,Yes
3311,Female,0,No,No,48,No,No phone service,Month-to-month,2104.55,No
3312,Male,0,No,No,1,Yes,No,Month-to-month,20.3,No
3313,Male,0,No,No,1,Yes,No,Month-to-month,19.2,No
3314,Female,0,No,No,37,Yes,No,One year,3019.1,No
3315,Male,1,Yes,No,66,Yes,Yes,One year,7051.95,No
3316,Female,0,Yes,No,26,No,No phone service,One year,1190.5,No
3317,Male,0,Yes,No,63,Yes,No,One year,4448.8,No
3318,Male,0,No,No,10,No,No phone service,Month-to-month,255.25,Yes
3319,Female,0,No,No,2,Yes,No,Month-to-month,146.9,Yes
3320,Male,1,Yes,No,18,Yes,No,Month-to-month,1011.05,No
3321,Female,0,Yes,No,64,Yes,Yes,Two year,1714.95,No
3322,Female,1,No,No,9,Yes,Yes,Month-to-month,762.5,Yes
3323,Female,0,No,Yes,28,Yes,No,Month-to-month,535.35,No
3324,Female,0,No,No,1,Yes,No,Month-to-month,75.55,No
3325,Male,0,No,No,4,Yes,Yes,Month-to-month,338.9,Yes
3326,Male,1,No,No,38,Yes,No,One year,2497.35,Yes
3327,Male,0,Yes,No,66,Yes,Yes,One year,6273.4,No
3328,Female,0,No,No,1,Yes,No,Month-to-month,70.25,No
3329,Female,0,Yes,No,18,Yes,No,Month-to-month,908.75,No
3330,Male,1,No,No,51,Yes,Yes,Month-to-month,4913.3,Yes
3331,Male,0,Yes,Yes,0,Yes,No,Two year,1397.475,No
3332,Male,0,No,No,1,Yes,No,Month-to-month,46.3,Yes
3333,Male,0,No,Yes,12,Yes,No,Two year,212.3,No
3334,Female,0,No,No,41,Yes,Yes,Month-to-month,4443.45,Yes
3335,Male,0,No,No,12,Yes,Yes,Month-to-month,316.2,No
3336,Female,0,Yes,Yes,55,Yes,No,Two year,1079.05,No
3337,Female,0,No,No,7,Yes,Yes,Month-to-month,564.65,No
3338,Female,0,No,No,12,Yes,No,Month-to-month,1095.65,Yes
3339,Female,0,Yes,Yes,68,Yes,Yes,Two year,6161.9,No
3340,Female,1,No,No,5,Yes,Yes,Month-to-month,446.05,Yes
3341,Female,1,No,No,49,Yes,No,Month-to-month,2106.05,No
3342,Male,0,No,No,40,No,No phone service,One year,2511.55,No
3343,Female,0,No,No,16,Yes,No,One year,318.6,No
3344,Male,0,No,No,10,Yes,Yes,Month-to-month,811.8,Yes
3345,Female,0,Yes,No,72,Yes,Yes,One year,7323.15,No
3346,Female,1,No,No,2,Yes,Yes,Month-to-month,186.05,No
3347,Male,0,Yes,Yes,23,Yes,No,Two year,454.0,No
3348,Female,1,No,No,71,Yes,Yes,One year,7521.95,No
3349,Female,0,Yes,No,11,Yes,Yes,Month-to-month,1056.95,Yes
3350,Male,0,No,No,1,Yes,No,Month-to-month,44.15,Yes
3351,Female,0,No,No,16,Yes,No,Month-to-month,834.15,Yes
3352,Female,0,No,No,1,Yes,Yes,Month-to-month,85.45,Yes
3353,Male,0,Yes,No,12,Yes,No,Month-to-month,999.8,No
3354,Female,0,No,No,54,No,No phone service,One year,2369.7,No
3355,Female,0,Yes,No,68,Yes,Yes,Two year,6297.65,No
3356,Female,0,Yes,Yes,4,Yes,Yes,Month-to-month,239.55,Yes
3357,Female,0,No,Yes,1,Yes,No,Month-to-month,59.2,Yes
3358,Male,0,No,No,27,Yes,No,Month-to-month,1461.45,No
3359,Male,0,No,No,21,Yes,No,Month-to-month,416.4,No
3360,Male,0,No,No,13,Yes,No,Month-to-month,1060.6,Yes
3361,Female,1,No,No,64,Yes,Yes,Month-to-month,4869.35,No
3362,Female,0,No,No,1,Yes,No,Month-to-month,54.9,Yes
3363,Male,0,Yes,No,57,No,No phone service,Two year,3265.95,No
3364,Female,0,Yes,No,21,Yes,Yes,Month-to-month,2254.2,Yes
3365,Male,0,No,No,19,Yes,No,Two year,358.15,No
3366,Male,0,Yes,No,31,Yes,No,One year,2939.8,No
3367,Male,0,No,No,52,Yes,Yes,Two year,4652.4,No
3368,Female,0,No,No,46,Yes,Yes,One year,4408.45,No
3369,Female,1,No,No,11,Yes,Yes,Month-to-month,580.8,No
3370,Female,0,Yes,Yes,53,No,No phone service,Month-to-month,2495.2,No
3371,Female,0,Yes,Yes,11,Yes,No,Month-to-month,180.3,Yes
3372,Male,1,No,No,57,Yes,Yes,Month-to-month,5913.95,No
3373,Female,1,No,No,2,Yes,Yes,Month-to-month,158.4,Yes
3374,Female,1,No,No,2,Yes,No,Month-to-month,104.2,Yes
3375,Female,0,Yes,Yes,71,Yes,No,Two year,1389.35,No
3376,Female,0,Yes,Yes,1,Yes,No,Month-to-month,19.4,No
3377,Male,0,Yes,No,68,Yes,Yes,Two year,1629.2,No
3378,Male,0,Yes,No,72,Yes,No,Two year,6033.1,No
3379,Female,0,No,No,2,Yes,No,Month-to-month,44.4,No
3380,Male,1,Yes,No,1,Yes,Yes,Month-to-month,95.1,Yes
3381,Female,0,No,No,41,Yes,No,One year,3320.75,No
3382,Male,0,Yes,Yes,72,Yes,Yes,Two year,1867.7,No
3383,Male,0,Yes,No,6,Yes,Yes,Month-to-month,438.0,Yes
3384,Female,0,Yes,Yes,4,Yes,No,Month-to-month,325.45,Yes
3385,Male,0,No,No,12,Yes,Yes,Month-to-month,1148.1,Yes
3386,Female,0,Yes,No,58,Yes,Yes,One year,3972.25,No
3387,Female,0,No,No,7,Yes,No,Month-to-month,155.9,No
3388,Female,0,Yes,No,65,Yes,No,Month-to-month,3673.15,No
3389,Male,0,No,No,1,Yes,No,Month-to-month,70.6,No
3390,Male,0,Yes,No,56,Yes,No,One year,1126.75,No
3391,Male,0,No,No,4,Yes,No,Month-to-month,73.45,No
3392,Female,0,Yes,Yes,58,Yes,No,One year,2413.05,No
3393,Male,0,Yes,No,62,Yes,Yes,Two year,6912.7,No
3394,Male,0,No,No,26,Yes,Yes,One year,1581.95,No
3395,Male,0,No,No,62,Yes,Yes,Month-to-month,5586.45,No
3396,Female,0,Yes,Yes,58,Yes,No,One year,5846.65,No
3397,Female,0,Yes,No,68,Yes,Yes,Two year,6424.7,No
3398,Female,0,Yes,Yes,61,Yes,Yes,One year,6018.65,No
3399,Female,0,No,No,42,Yes,Yes,Two year,3373.4,No
3400,Male,0,No,No,18,Yes,Yes,Month-to-month,1537.9,No
3401,Female,0,No,No,56,Yes,No,Two year,1080.55,No
3402,Female,0,No,No,4,Yes,Yes,Month-to-month,355.2,Yes
3403,Female,0,No,No,4,Yes,No,Month-to-month,82.85,No
3404,Female,0,No,Yes,35,Yes,No,One year,2016.45,No
3405,Female,0,Yes,Yes,64,Yes,Yes,Month-to-month,5327.25,No
3406,Female,0,No,No,31,Yes,No,One year,683.25,No
3407,Female,1,Yes,No,67,Yes,No,Two year,1263.05,No
3408,Female,0,No,No,4,Yes,No,Month-to-month,151.3,Yes
3409,Female,1,Yes,No,70,Yes,Yes,Two year,7714.65,No
3410,Male,0,No,No,3,Yes,No,Month-to-month,188.7,Yes
3411,Male,1,Yes,No,53,Yes,Yes,Month-to-month,5549.4,Yes
3412,Male,0,Yes,Yes,2,Yes,No,Two year,130.5,No
3413,Female,0,Yes,Yes,29,Yes,No,Month-to-month,2621.75,No
3414,Female,0,No,No,47,No,No phone service,Two year,1875.25,No
3415,Female,0,Yes,Yes,68,Yes,Yes,One year,5685.8,Yes
3416,Male,0,No,Yes,12,Yes,No,Month-to-month,837.5,No
3417,Female,0,Yes,Yes,8,Yes,No,Month-to-month,401.5,No
3418,Male,0,Yes,No,54,Yes,Yes,Month-to-month,6118.95,No
3419,Male,0,Yes,Yes,69,Yes,No,Two year,6480.9,No
3420,Female,0,No,No,26,Yes,Yes,Month-to-month,1800.05,No
3421,Female,0,Yes,No,72,Yes,Yes,Two year,7104.2,No
3422,Female,0,No,No,70,No,No phone service,Two year,4214.25,No
3423,Male,0,No,Yes,1,Yes,No,Month-to-month,50.6,Yes
3424,Male,0,No,No,10,Yes,No,Month-to-month,863.1,Yes
3425,Female,0,Yes,Yes,28,Yes,No,One year,1992.2,No
3426,Male,0,No,No,1,Yes,No,Month-to-month,69.8,Yes
3427,Female,0,Yes,No,21,Yes,Yes,Month-to-month,1948.35,No
3428,Male,1,Yes,No,51,Yes,Yes,Month-to-month,4750.95,Yes
3429,Female,0,Yes,Yes,53,Yes,No,One year,1007.9,No
3430,Male,0,No,Yes,53,Yes,No,One year,5036.9,No
3431,Male,0,Yes,No,24,Yes,Yes,Month-to-month,2391.8,Yes
3432,Female,0,Yes,No,70,Yes,Yes,Two year,6859.05,No
3433,Male,0,No,No,61,Yes,Yes,One year,6521.9,No
3434,Female,0,No,No,11,Yes,No,One year,617.85,No
3435,Male,0,No,No,2,Yes,No,Month-to-month,157.75,No
3436,Male,0,No,No,25,Yes,No,One year,516.3,No
3437,Female,0,No,No,41,Yes,Yes,One year,2364.0,No
3438,Male,0,Yes,No,18,Yes,Yes,Month-to-month,1687.95,Yes
3439,Male,1,Yes,No,72,Yes,Yes,Two year,7689.95,Yes
3440,Female,0,Yes,Yes,71,Yes,Yes,Two year,6239.05,No
3441,Female,0,Yes,Yes,34,Yes,No,One year,2042.05,No
3442,Male,0,No,No,29,Yes,No,Month-to-month,2807.1,No
3443,Male,1,Yes,No,40,Yes,No,One year,4116.8,No
3444,Male,0,Yes,No,36,No,No phone service,One year,1317.95,No
3445,Female,0,Yes,No,46,Yes,Yes,One year,4594.65,No
3446,Female,0,No,No,58,Yes,Yes,One year,6332.75,No
3447,Male,0,No,No,39,Yes,Yes,One year,3213.75,No
3448,Male,0,Yes,Yes,4,Yes,No,Month-to-month,229.55,Yes
3449,Female,0,Yes,Yes,52,Yes,Yes,One year,4976.15,No
3450,Male,1,Yes,No,70,Yes,Yes,One year,7308.95,No
3451,Male,1,Yes,No,65,Yes,No,One year,4555.2,No
3452,Male,0,No,No,1,Yes,No,Month-to-month,44.95,No
3453,Female,0,Yes,No,70,Yes,Yes,One year,6982.5,No
3454,Female,1,Yes,Yes,29,No,No phone service,Month-to-month,1025.15,No
3455,Male,0,No,No,1,Yes,No,Month-to-month,90.55,Yes
3456,Female,0,No,No,67,Yes,Yes,Two year,5714.2,No
3457,Female,0,No,No,1,Yes,No,Month-to-month,19.5,No
3458,Female,0,No,No,26,Yes,No,Month-to-month,2274.35,Yes
3459,Female,0,Yes,Yes,30,Yes,Yes,Two year,789.55,No
3460,Female,0,Yes,No,48,Yes,No,Month-to-month,4834.0,No
3461,Female,0,Yes,Yes,55,Yes,No,Month-to-month,3131.8,No
3462,Male,0,No,No,7,Yes,Yes,Month-to-month,602.55,Yes
3463,Male,0,No,No,37,Yes,Yes,Month-to-month,3369.25,No
3464,Female,0,Yes,No,31,Yes,No,Month-to-month,2674.15,No
3465,Male,0,No,No,4,Yes,No,Month-to-month,199.75,No
3466,Male,0,Yes,Yes,72,Yes,Yes,Two year,1790.8,No
3467,Male,1,No,No,5,Yes,No,Month-to-month,449.75,Yes
3468,Male,0,Yes,Yes,1,Yes,No,Month-to-month,19.7,No
3469,Female,1,No,No,15,Yes,No,Month-to-month,1400.3,No
3470,Male,0,Yes,Yes,8,Yes,No,Month-to-month,411.6,No
3471,Female,0,No,No,35,Yes,No,One year,741.0,No
3472,Female,1,No,No,56,Yes,Yes,Month-to-month,5841.35,No
3473,Male,0,Yes,No,42,Yes,Yes,Month-to-month,4512.7,Yes
3474,Male,1,Yes,Yes,65,Yes,Yes,Month-to-month,5688.45,No
3475,Female,0,Yes,Yes,2,Yes,No,One year,31.9,No
3476,Male,1,Yes,No,65,Yes,Yes,One year,6674.65,No
3477,Female,0,No,No,18,Yes,Yes,Month-to-month,1345.75,No
3478,Female,0,No,No,23,Yes,Yes,One year,1843.05,No
3479,Female,0,No,No,4,Yes,No,Month-to-month,196.95,Yes
3480,Male,0,Yes,No,70,Yes,No,Two year,1433.8,No
3481,Female,0,No,No,4,Yes,Yes,Month-to-month,214.55,No
3482,Male,0,No,No,19,Yes,No,Month-to-month,865.85,No
3483,Female,0,No,No,18,Yes,No,Month-to-month,1358.6,No
3484,Female,1,Yes,No,38,Yes,No,Month-to-month,3147.15,No
3485,Male,0,No,No,2,Yes,Yes,Month-to-month,131.05,Yes
3486,Male,0,No,No,47,Yes,Yes,One year,4535.85,No
3487,Female,0,Yes,Yes,52,Yes,No,Two year,1078.75,No
3488,Male,0,No,No,9,Yes,Yes,Month-to-month,542.4,No
3489,Female,0,Yes,No,26,Yes,Yes,One year,2312.55,No
3490,Male,0,Yes,Yes,8,Yes,No,Month-to-month,415.05,Yes
3491,Male,0,Yes,No,44,Yes,No,One year,3250.45,No
3492,Female,0,No,No,3,No,No phone service,Month-to-month,98.5,No
3493,Male,0,No,No,2,Yes,No,Month-to-month,87.9,No
3494,Female,0,Yes,Yes,9,Yes,Yes,Month-to-month,754.65,Yes
3495,Male,1,No,No,1,Yes,Yes,Month-to-month,75.35,Yes
3496,Male,0,No,No,25,Yes,No,Month-to-month,1952.25,No
3497,Female,1,Yes,No,2,Yes,No,Month-to-month,153.8,No
3498,Male,0,No,No,43,Yes,No,Month-to-month,3198.6,Yes
3499,Female,0,No,No,1,Yes,No,Month-to-month,20.9,Yes
3500,Female,0,Yes,No,58,Yes,Yes,One year,5610.15,No
3501,Female,0,Yes,Yes,59,Yes,Yes,Two year,4519.5,No
3502,Male,0,No,No,44,No,No phone service,One year,2440.25,No
3503,Male,0,No,No,66,Yes,Yes,One year,6860.6,No
3504,Male,0,Yes,Yes,68,Yes,No,Two year,1377.7,No
3505,Male,0,No,No,9,No,No phone service,Month-to-month,190.25,No
3506,Male,0,No,No,19,Yes,Yes,Month-to-month,1651.95,No
3507,Male,0,No,No,4,Yes,No,Month-to-month,78.3,No
3508,Female,0,No,No,70,Yes,Yes,Two year,7939.25,No
3509,Male,0,No,No,1,Yes,No,Month-to-month,44.9,No
3510,Female,0,No,No,8,Yes,Yes,Month-to-month,576.7,No
3511,Male,0,No,No,53,Yes,Yes,Two year,1279.0,No
3512,Male,1,No,No,51,Yes,Yes,One year,1260.7,No
3513,Male,0,Yes,Yes,11,Yes,No,Month-to-month,267.35,No
3514,Male,0,Yes,Yes,60,Yes,Yes,Two year,6586.85,No
3515,Male,0,No,No,17,Yes,No,Month-to-month,934.15,No
3516,Male,0,No,No,3,Yes,No,Month-to-month,123.65,Yes
3517,Male,0,Yes,No,70,Yes,No,One year,7534.65,Yes
3518,Male,0,No,No,1,Yes,No,Month-to-month,19.45,No
3519,Male,1,No,No,43,Yes,Yes,Month-to-month,3645.6,No
3520,Female,0,Yes,No,16,Yes,No,Month-to-month,314.45,No
3521,Female,0,Yes,Yes,57,Yes,No,One year,3053.0,No
3522,Male,0,Yes,Yes,37,Yes,No,One year,677.05,No
3523,Female,0,Yes,No,72,Yes,Yes,Two year,7965.95,No
3524,Female,1,No,No,11,Yes,Yes,Month-to-month,906.85,Yes
3525,Female,1,Yes,No,50,Yes,Yes,Month-to-month,4888.7,Yes
3526,Male,1,No,No,5,Yes,No,Month-to-month,237.25,Yes
3527,Male,0,Yes,No,1,Yes,Yes,Month-to-month,74.6,Yes
3528,Male,0,No,No,16,Yes,No,Month-to-month,342.4,Yes
3529,Male,1,Yes,No,2,Yes,No,Month-to-month,140.1,No
3530,Female,0,No,No,17,Yes,Yes,Month-to-month,1108.0,No
3531,Female,0,No,No,16,Yes,No,One year,295.55,No
3532,Female,0,No,No,15,Yes,No,Month-to-month,892.65,Yes
3533,Female,0,No,No,10,Yes,No,One year,198.25,No
3534,Female,0,No,Yes,46,Yes,No,One year,4822.85,Yes
3535,Male,0,Yes,Yes,64,Yes,Yes,Two year,6741.15,No
3536,Female,0,No,No,1,Yes,Yes,Month-to-month,79.15,No
3537,Male,0,Yes,Yes,25,Yes,No,One year,1355.45,No
3538,Male,0,Yes,Yes,71,Yes,No,Two year,7209.0,No
3539,Male,0,No,No,8,Yes,No,Month-to-month,438.4,Yes
3540,Female,0,Yes,Yes,72,Yes,No,Two year,7726.35,No
3541,Female,0,Yes,No,49,No,No phone service,Month-to-month,2070.75,No
3542,Male,0,Yes,Yes,29,No,No phone service,One year,1636.95,No
3543,Male,0,Yes,No,72,Yes,Yes,Two year,7581.5,No
3544,Male,0,Yes,No,31,Yes,Yes,Month-to-month,3019.5,Yes
3545,Female,0,No,No,50,Yes,Yes,Month-to-month,4729.75,No
3546,Male,0,Yes,No,71,Yes,Yes,Two year,6126.1,No
3547,Male,1,Yes,No,70,Yes,Yes,Two year,6333.4,No
3548,Male,0,No,No,71,Yes,Yes,One year,6687.85,No
3549,Male,0,Yes,Yes,61,Yes,No,Two year,4158.25,No
3550,Male,0,No,No,32,Yes,No,Month-to-month,3183.4,Yes
3551,Female,0,No,Yes,1,Yes,No,Month-to-month,79.6,Yes
3552,Male,0,No,No,68,Yes,Yes,Two year,7149.35,No
3553,Male,0,No,No,62,Yes,Yes,Two year,1429.65,No
3554,Female,0,No,Yes,7,Yes,No,Month-to-month,472.65,No
3555,Male,0,No,No,20,Yes,Yes,Month-to-month,1734.5,Yes
3556,Male,0,Yes,Yes,6,Yes,No,One year,113.5,No
3557,Female,1,No,No,33,No,No phone service,Month-to-month,1884.65,No
3558,Male,0,Yes,Yes,28,Yes,Yes,One year,2568.15,No
3559,Male,0,No,No,27,Yes,No,Two year,470.0,No
3560,Male,0,No,No,7,Yes,No,Month-to-month,278.4,No
3561,Male,0,No,No,26,Yes,Yes,Month-to-month,2088.8,Yes
3562,Male,1,No,No,5,Yes,Yes,Month-to-month,502.6,Yes
3563,Male,1,No,No,30,Yes,Yes,Month-to-month,2595.85,No
3564,Male,0,No,No,63,Yes,Yes,One year,5825.5,No
3565,Male,0,No,No,1,Yes,No,Month-to-month,50.75,Yes
3566,Female,0,No,Yes,53,Yes,Yes,One year,4449.75,No
3567,Female,0,Yes,Yes,14,Yes,No,Month-to-month,1208.35,Yes
3568,Female,0,No,No,21,Yes,No,Month-to-month,1956.4,No
3569,Male,0,No,No,17,Yes,No,One year,310.6,No
3570,Male,0,Yes,Yes,16,Yes,No,Two year,290.55,No
3571,Female,0,No,No,35,Yes,No,Month-to-month,2096.1,No
3572,Female,1,No,No,32,Yes,No,Month-to-month,2665.0,No
3573,Female,0,Yes,Yes,28,Yes,No,Month-to-month,543.8,No
3574,Female,0,No,No,1,Yes,No,Month-to-month,20.35,No
3575,Male,0,No,No,59,No,No phone service,Month-to-month,3005.8,No
3576,Female,0,Yes,Yes,72,Yes,Yes,One year,1623.15,No
3577,Male,0,No,No,36,Yes,No,One year,2498.4,Yes
3578,Female,0,No,No,40,Yes,No,Month-to-month,2586.0,No
3579,Male,0,Yes,Yes,40,Yes,Yes,Month-to-month,3292.3,No
3580,Female,0,No,Yes,9,Yes,No,Month-to-month,651.4,Yes
3581,Male,0,Yes,Yes,63,Yes,No,Two year,4674.55,No
3582,Female,0,No,No,3,Yes,No,Month-to-month,232.35,No
3583,Male,0,Yes,Yes,40,No,No phone service,One year,2448.5,No
3584,Male,0,Yes,No,8,Yes,No,Month-to-month,658.1,No
3585,Male,1,Yes,No,34,Yes,No,One year,3128.8,No
3586,Male,0,No,No,5,No,No phone service,Month-to-month,223.45,Yes
3587,Male,1,No,No,9,Yes,Yes,Month-to-month,919.4,Yes
3588,Male,0,Yes,No,9,Yes,Yes,Month-to-month,653.95,No
3589,Male,0,Yes,Yes,31,Yes,Yes,Month-to-month,1825.5,No
3590,Female,0,Yes,No,50,Yes,No,One year,943.1,No
3591,Female,0,No,No,2,Yes,No,Month-to-month,181.65,Yes
3592,Female,0,No,No,1,Yes,No,Month-to-month,45.65,Yes
3593,Male,0,No,No,8,Yes,No,Month-to-month,551.35,Yes
3594,Female,0,No,No,9,No,No phone service,Month-to-month,359.4,No
3595,Female,1,No,No,2,Yes,No,Month-to-month,115.95,Yes
3596,Female,0,No,No,3,Yes,No,Month-to-month,165.2,Yes
3597,Male,0,Yes,No,25,Yes,No,Month-to-month,2338.35,No
3598,Male,1,No,No,1,Yes,No,Month-to-month,46.3,No
3599,Female,0,Yes,Yes,45,Yes,Yes,Month-to-month,3541.1,No
3600,Male,1,Yes,Yes,51,Yes,Yes,Month-to-month,4146.05,Yes
3601,Female,0,Yes,Yes,55,Yes,No,Month-to-month,1087.25,No
3602,Female,0,No,No,38,Yes,Yes,Month-to-month,2522.4,No
3603,Male,0,No,No,2,Yes,No,Month-to-month,81.0,Yes
3604,Male,0,Yes,Yes,38,Yes,No,Month-to-month,717.3,No
3605,Male,0,No,No,34,Yes,No,Month-to-month,1734.2,No
3606,Female,0,Yes,No,70,Yes,Yes,One year,7069.3,No
3607,Female,0,No,No,13,Yes,No,One year,742.9,No
3608,Male,0,No,No,39,Yes,Yes,Month-to-month,3017.65,Yes
3609,Female,0,No,No,61,Yes,Yes,One year,6423.0,No
3610,Female,0,No,No,12,Yes,Yes,Month-to-month,1164.3,Yes
3611,Male,0,No,No,41,Yes,No,Two year,4220.35,No
3612,Male,0,No,No,21,Yes,Yes,Month-to-month,1558.7,No
3613,Male,1,No,No,55,No,No phone service,One year,2743.45,No
3614,Male,0,Yes,No,69,No,No phone service,Two year,4055.5,No
3615,Male,1,Yes,Yes,26,Yes,Yes,Month-to-month,2710.25,Yes
3616,Female,1,Yes,No,69,Yes,No,One year,6055.55,No
3617,Female,1,Yes,No,18,No,No phone service,Month-to-month,810.7,Yes
3618,Male,0,Yes,Yes,47,Yes,Yes,Month-to-month,2538.2,No
3619,Female,0,Yes,Yes,72,Yes,No,Two year,6129.2,No
3620,Male,1,Yes,No,33,No,No phone service,Month-to-month,1750.85,No
3621,Female,0,Yes,Yes,2,No,No phone service,Month-to-month,36.55,Yes
3622,Female,0,Yes,Yes,72,Yes,Yes,Two year,6652.45,No
3623,Male,1,Yes,No,37,Yes,No,Month-to-month,2575.45,No
3624,Female,1,Yes,Yes,62,Yes,Yes,Month-to-month,6019.35,No
3625,Female,0,Yes,No,71,Yes,No,Two year,1379.6,No
3626,Male,0,No,Yes,23,Yes,No,Month-to-month,1284.2,No
3627,Female,0,No,No,16,Yes,No,One year,296.15,No
3628,Male,0,No,No,9,Yes,No,Month-to-month,653.25,No
3629,Male,0,Yes,Yes,17,Yes,Yes,Two year,412.6,No
3630,Female,0,No,No,4,Yes,No,Month-to-month,85.5,Yes
3631,Female,1,Yes,No,1,Yes,No,Month-to-month,49.55,Yes
3632,Female,0,Yes,No,24,Yes,Yes,Month-to-month,1928.7,No
3633,Female,1,No,No,1,Yes,No,Month-to-month,71.25,No
3634,Male,1,No,No,72,Yes,Yes,Two year,7845.8,No
3635,Female,0,Yes,No,72,Yes,Yes,Two year,1750.7,No
3636,Female,0,No,Yes,11,Yes,No,Month-to-month,216.2,No
3637,Male,0,No,No,9,Yes,No,Month-to-month,178.5,Yes
3638,Female,1,Yes,No,2,Yes,No,Month-to-month,115.1,Yes
3639,Female,1,Yes,No,60,Yes,Yes,One year,6029.0,No
3640,Male,1,Yes,No,29,Yes,Yes,Month-to-month,2745.2,Yes
3641,Female,0,No,No,49,Yes,No,Two year,3721.9,No
3642,Female,1,No,No,30,Yes,Yes,Month-to-month,3121.1,No
3643,Female,0,Yes,No,53,Yes,No,One year,990.45,No
3644,Male,0,No,Yes,39,Yes,Yes,Two year,1004.35,No
3645,Female,0,No,No,9,Yes,No,Month-to-month,157.65,No
3646,Male,0,No,No,39,Yes,No,One year,3219.75,No
3647,Male,1,No,No,8,Yes,No,Month-to-month,572.85,No
3648,Female,0,Yes,Yes,51,Yes,Yes,One year,4554.85,No
3649,Male,0,Yes,Yes,71,Yes,Yes,Two year,1847.55,No
3650,Male,1,No,No,71,Yes,Yes,Two year,1766.75,No
3651,Female,1,Yes,No,70,Yes,No,Two year,1462.05,No
3652,Female,1,No,No,1,No,No phone service,Month-to-month,25.25,Yes
3653,Male,0,Yes,No,38,No,No phone service,Two year,2193.2,No
3654,Female,0,Yes,No,28,Yes,No,Month-to-month,2433.5,No
3655,Female,0,Yes,No,32,Yes,No,Month-to-month,641.15,No
3656,Male,1,Yes,No,49,Yes,No,Two year,2398.4,No
3657,Female,0,Yes,Yes,37,Yes,Yes,Two year,861.85,No
3658,Female,0,No,No,10,Yes,No,Month-to-month,583.0,No
3659,Male,0,Yes,No,67,Yes,Yes,One year,7332.4,No
3660,Male,0,No,No,7,No,No phone service,One year,249.55,No
3661,Female,0,No,No,51,Yes,No,One year,4475.9,No
3662,Female,0,No,No,9,Yes,No,Month-to-month,416.45,Yes
3663,Female,0,No,No,9,Yes,No,Month-to-month,788.6,No
3664,Male,0,No,No,4,Yes,No,Month-to-month,202.3,No
3665,Male,0,Yes,No,71,Yes,Yes,Two year,6994.6,No
3666,Female,0,Yes,Yes,50,Yes,Yes,Month-to-month,4116.15,Yes
3667,Female,1,Yes,Yes,24,Yes,No,Two year,2263.45,No
3668,Male,0,Yes,No,22,Yes,No,One year,1374.35,No
3669,Male,0,No,No,44,Yes,Yes,Month-to-month,4915.15,No
3670,Female,0,Yes,Yes,33,Yes,Yes,Month-to-month,838.5,No
3671,Female,0,No,No,1,Yes,Yes,Month-to-month,75.1,Yes
3672,Female,0,Yes,No,54,Yes,Yes,One year,3715.65,Yes
3673,Male,0,No,No,42,Yes,Yes,Month-to-month,4273.45,Yes
3674,Female,0,No,No,1,Yes,No,Month-to-month,45.8,Yes
3675,Female,0,No,No,1,Yes,No,Month-to-month,20.5,No
3676,Male,0,No,No,30,Yes,No,One year,2044.75,No
3677,Female,0,No,No,1,No,No phone service,Month-to-month,30.55,No
3678,Male,0,Yes,Yes,16,Yes,Yes,Month-to-month,1398.25,No
3679,Male,0,No,No,1,Yes,No,Month-to-month,20.1,Yes
3680,Male,0,Yes,No,9,No,No phone service,Month-to-month,328.95,Yes
3681,Male,1,Yes,No,46,Yes,Yes,Month-to-month,4680.05,Yes
3682,Male,0,No,No,1,Yes,No,Month-to-month,69.1,Yes
3683,Male,0,Yes,No,71,Yes,No,Two year,3778.2,No
3684,Male,0,No,No,43,Yes,Yes,Month-to-month,3161.4,No
3685,Male,0,Yes,No,50,No,No phone service,One year,2188.45,No
3686,Female,0,No,No,13,Yes,Yes,Month-to-month,999.45,Yes
3687,Male,0,Yes,Yes,19,Yes,No,One year,1888.65,Yes
3688,Female,0,No,No,41,Yes,Yes,Month-to-month,3990.6,No
3689,Female,1,No,No,1,Yes,No,Month-to-month,71.15,Yes
3690,Female,0,No,No,24,No,No phone service,Month-to-month,1240.25,Yes
3691,Female,0,Yes,No,40,Yes,Yes,One year,2635.0,No
3692,Female,0,Yes,Yes,3,Yes,Yes,Month-to-month,235.0,No
